Level,Description,SeriesRefSNDQ,Quarter,Weight, Amount 
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q1,0.0436019,1788.039
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q1,0.0388094,1116.956
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q1,0.0458866,1926.118
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q1,0.1234799,5001.585
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q1,0.0835011,3940.317
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q1,0.0372431,1377.513
High level industry groups,Education and training,SG01RSC02B01C09,2002Q1,0.0404569,2177.48
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q1,0.0479433,2142.38
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q1,0.0353047,1500.032
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q1,0.067901,2750.609
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q2,0.0585303,2545.967
High level industry groups,Mining,SG01RSC02B01A02,2002Q2,0.0109249,694.686
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q2,0.1555182,5493.236
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q2,0.0273595,1278.869
High level industry groups,Construction,SG01RSC02B01B03,2002Q2,0.0447755,1924.945
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q2,0.0536983,2539.579
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q2,0.0688193,2493.642
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q2,0.0453389,1750.909
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q2,0.0403776,1131.929
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q2,0.0475668,1949.175
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q2,0.1263239,5113.752
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q2,0.0861684,3987.951
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q2,0.0372738,1418.29
High level industry groups,Education and training,SG01RSC02B01C09,2002Q2,0.0410768,2209.4
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q2,0.0487203,2139.086
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q2,0.0367038,1525.306
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q2,0.0708237,2789.449
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q3,0.0585303,2524.026
High level industry groups,Mining,SG01RSC02B01A02,2002Q3,0.0109249,646.124
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q3,0.1555182,5742.77
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q3,0.0273595,1326.904
High level industry groups,Construction,SG01RSC02B01B03,2002Q3,0.0447755,2054.006
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q3,0.0536983,2292.125
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q3,0.0688193,2515.338
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q3,0.0453389,1787.599
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q3,0.0403776,1146.05
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q3,0.0475668,1975.016
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q3,0.1263239,5152.667
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q3,0.0861684,3968.158
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q3,0.0372738,1436.709
High level industry groups,Education and training,SG01RSC02B01C09,2002Q3,0.0410768,2235.61
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q3,0.0487203,2163.461
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q3,0.0367038,1551.456
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q3,0.0708237,2874.742
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2002Q4,0.0585303,2607.318
High level industry groups,Mining,SG01RSC02B01A02,2002Q4,0.0109249,654.604
High level industry groups,Manufacturing,SG01RSC02B01B01,2002Q4,0.1555182,5803.398
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2002Q4,0.0273595,1354.951
High level industry groups,Construction,SG01RSC02B01B03,2002Q4,0.0447755,2095.295
High level industry groups,Wholesale trade,SG01RSC02B01C01,2002Q4,0.0536983,2155.492
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2002Q4,0.0688193,2526.897
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2002Q4,0.0453389,1815.59
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2002Q4,0.0403776,1157.06
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2002Q4,0.0475668,1999.861
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2002Q4,0.1263239,5200.503
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2002Q4,0.0861684,4022.862
High level industry groups,Public administration and safety,SG01RSC02B01C08,2002Q4,0.0372738,1424.107
High level industry groups,Education and training,SG01RSC02B01C09,2002Q4,0.0410768,2256.125
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2002Q4,0.0487203,2172.444
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2002Q4,0.0367038,1543.805
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q4,0.0708237,2927.029
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q1,0.0585303,2608.594
High level industry groups,Mining,SG01RSC02B01A02,2003Q1,0.0109249,636.752
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q1,0.1555182,5821.417
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q1,0.0273595,1321.232
High level industry groups,Construction,SG01RSC02B01B03,2003Q1,0.0447755,2136.411
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q1,0.0536983,2138.004
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q1,0.0688193,2536.549
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q1,0.0453389,1809.792
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q1,0.0403776,1187.552
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q1,0.0475668,2039.364
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q1,0.1263239,5263.183
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q1,0.0861684,4105.115
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q1,0.0372738,1423.781
High level industry groups,Education and training,SG01RSC02B01C09,2003Q1,0.0410768,2270.957
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q1,0.0487203,2202.396
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q1,0.0367038,1564.884
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q1,0.0708237,2967.467
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q2,0.0572902,2721.022
High level industry groups,Mining,SG01RSC02B01A02,2003Q2,0.0091646,578.761
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q2,0.1471781,5733.453
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q2,0.0291378,1286.283
High level industry groups,Construction,SG01RSC02B01B03,2003Q2,0.0471,2118.824
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q2,0.0548928,2177.907
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q2,0.0694367,2572.064
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q2,0.0455759,1804.535
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q2,0.0397875,1171.79
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q2,0.0504427,2087.243
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q2,0.1278889,5335.273
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q2,0.085846,4072.377
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q2,0.0367477,1439.324
High level industry groups,Education and training,SG01RSC02B01C09,2003Q2,0.0418274,2280.821
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q2,0.0497887,2255.304
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q2,0.036819,1593.674
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q2,0.071076,3029.444
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q3,0.0572902,2866.062
High level industry groups,Mining,SG01RSC02B01A02,2003Q3,0.0091646,603.96
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q3,0.1471781,5804.053
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q3,0.0291378,1356.842
High level industry groups,Construction,SG01RSC02B01B03,2003Q3,0.0471,2245.097
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q3,0.0548928,2266.72
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q3,0.0694367,2620.235
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q3,0.0455759,1805.62
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q3,0.0397875,1224.765
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q3,0.0504427,2131.58
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q3,0.1278889,5405.731
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q3,0.085846,4078.139
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q3,0.0367477,1475.53
High level industry groups,Education and training,SG01RSC02B01C09,2003Q3,0.0418274,2287.038
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q3,0.0497887,2295.69
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q3,0.036819,1607.952
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q3,0.071076,3084.064
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2003Q4,0.0572902,2918.043
High level industry groups,Mining,SG01RSC02B01A02,2003Q4,0.0091646,529.418
High level industry groups,Manufacturing,SG01RSC02B01B01,2003Q4,0.1471781,5887.346
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2003Q4,0.0291378,1387.87
High level industry groups,Construction,SG01RSC02B01B03,2003Q4,0.0471,2249.054
High level industry groups,Wholesale trade,SG01RSC02B01C01,2003Q4,0.0548928,2342.27
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2003Q4,0.0694367,2671.691
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2003Q4,0.0455759,1872.581
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2003Q4,0.0397875,1214.509
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2003Q4,0.0504427,2179.231
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2003Q4,0.1278889,5458.434
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2003Q4,0.085846,4089.513
High level industry groups,Public administration and safety,SG01RSC02B01C08,2003Q4,0.0367477,1522.524
High level industry groups,Education and training,SG01RSC02B01C09,2003Q4,0.0418274,2289.607
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2003Q4,0.0497887,2303.077
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2003Q4,0.036819,1643.794
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q4,0.071076,3128.122
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q1,0.0572902,2913.287
High level industry groups,Mining,SG01RSC02B01A02,2004Q1,0.0091646,578.334
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q1,0.1471781,6060.537
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q1,0.0291378,1419.375
High level industry groups,Construction,SG01RSC02B01B03,2004Q1,0.0471,2299.713
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q1,0.0548928,2400.636
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q1,0.0694367,2713.843
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q1,0.0455759,1902.141
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q1,0.0397875,1220.221
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q1,0.0504427,2242.616
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q1,0.1278889,5499.638
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q1,0.085846,4146.107
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q1,0.0367477,1540.065
High level industry groups,Education and training,SG01RSC02B01C09,2004Q1,0.0418274,2288.528
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q1,0.0497887,2365.565
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q1,0.036819,1667.007
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q1,0.071076,3194.49
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q2,0.0536584,2856.833
High level industry groups,Mining,SG01RSC02B01A02,2004Q2,0.0099164,597.256
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q2,0.1455639,6090.327
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q2,0.0282182,1378.433
High level industry groups,Construction,SG01RSC02B01B03,2004Q2,0.0518223,2461.724
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q2,0.0533618,2437.684
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q2,0.0682155,2741.222
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q2,0.0462901,1945.763
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q2,0.03803,1229.368
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q2,0.0504845,2282.234
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q2,0.1291075,5550.296
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q2,0.0864359,4125.511
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q2,0.0373256,1586.031
High level industry groups,Education and training,SG01RSC02B01C09,2004Q2,0.0424717,2283.848
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q2,0.0512439,2349.279
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q2,0.0359405,1665.172
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q2,0.0719137,3235.986
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q3,0.0536584,2732.631
High level industry groups,Mining,SG01RSC02B01A02,2004Q3,0.0099164,539.862
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q3,0.1455639,6047.15
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q3,0.0282182,1376.974
High level industry groups,Construction,SG01RSC02B01B03,2004Q3,0.0518223,2475.862
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q3,0.0533618,2482.669
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q3,0.0682155,2827.367
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q3,0.0462901,1963.828
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q3,0.03803,1239.427
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q3,0.0504845,2316.355
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q3,0.1291075,5582
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q3,0.0864359,4122.504
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q3,0.0373256,1572.098
High level industry groups,Education and training,SG01RSC02B01C09,2004Q3,0.0424717,2274.669
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q3,0.0512439,2346.504
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q3,0.0359405,1669.517
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q3,0.0719137,3259.653
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q4,0.0536584,2734.799
High level industry groups,Mining,SG01RSC02B01A02,2004Q4,0.0099164,556.989
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q4,0.1455639,6068.372
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q4,0.0282182,1309.046
High level industry groups,Construction,SG01RSC02B01B03,2004Q4,0.0518223,2427.773
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q4,0.0533618,2525.786
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q4,0.0682155,2831.866
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q4,0.0462901,1988.123
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q4,0.03803,1259.831
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q4,0.0504845,2350.866
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q4,0.1291075,5678.782
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q4,0.0864359,4228.598
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q4,0.0373256,1594.063
High level industry groups,Education and training,SG01RSC02B01C09,2004Q4,0.0424717,2260.994
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q4,0.0512439,2387.278
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q4,0.0359405,1663.033
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q4,0.0719137,3266.564
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q1,0.0536584,2810.915
High level industry groups,Mining,SG01RSC02B01A02,2005Q1,0.0099164,547.283
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q1,0.1455639,6045.053
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q1,0.0282182,1340.548
High level industry groups,Construction,SG01RSC02B01B03,2005Q1,0.0518223,2458.89
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q1,0.0533618,2528.339
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q1,0.0682155,2847.716
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q1,0.0462901,2028.638
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q1,0.03803,1262.294
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q1,0.0504845,2401.455
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q1,0.1291075,5767.509
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q1,0.0864359,4271.006
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q1,0.0373256,1601.349
High level industry groups,Education and training,SG01RSC02B01C09,2005Q1,0.0424717,2242.826
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q1,0.0512439,2438.776
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q1,0.0359405,1648.698
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q1,0.0719137,3297.087
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q2,0.0451777,2823.607
High level industry groups,Mining,SG01RSC02B01A02,2005Q2,0.0110444,585.443
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q2,0.1452494,6152.994
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q2,0.0296734,1365.294
High level industry groups,Construction,SG01RSC02B01B03,2005Q2,0.0534528,2540.745
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q2,0.0515476,2624.502
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q2,0.0672916,2902.405
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q2,0.0461058,2067.195
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q2,0.0370418,1262.42
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q2,0.0487376,2418.877
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q2,0.1329543,5827.931
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q2,0.0894213,4349.151
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q2,0.0393654,1644.148
High level industry groups,Education and training,SG01RSC02B01C09,2005Q2,0.0424035,2219.554
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q2,0.0535953,2518.155
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q2,0.0346071,1636.84
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q2,0.072331,3348.587
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q3,0.0451777,2889.733
High level industry groups,Mining,SG01RSC02B01A02,2005Q3,0.0110444,574.406
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q3,0.1452494,6211.877
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q3,0.0296734,1348.059
High level industry groups,Construction,SG01RSC02B01B03,2005Q3,0.0534528,2460.245
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q3,0.0515476,2621.063
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q3,0.0672916,2946.68
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q3,0.0461058,2069.496
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q3,0.0370418,1271.143
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q3,0.0487376,2443.484
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q3,0.1329543,5880.022
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q3,0.0894213,4386.926
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q3,0.0393654,1669.623
High level industry groups,Education and training,SG01RSC02B01C09,2005Q3,0.0424035,2204.862
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q3,0.0535953,2523.185
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q3,0.0346071,1646.206
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q3,0.072331,3353.871
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q4,0.0451777,2939.848
High level industry groups,Mining,SG01RSC02B01A02,2005Q4,0.0110444,571.991
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q4,0.1452494,6018.54
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q4,0.0296734,1346.301
High level industry groups,Construction,SG01RSC02B01B03,2005Q4,0.0534528,2506.386
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q4,0.0515476,2580.961
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q4,0.0672916,2960.414
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q4,0.0461058,2000.196
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q4,0.0370418,1277.901
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q4,0.0487376,2464.785
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q4,0.1329543,5931.167
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q4,0.0894213,4411.34
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q4,0.0393654,1682.102
High level industry groups,Education and training,SG01RSC02B01C09,2005Q4,0.0424035,2198.742
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q4,0.0535953,2553.634
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q4,0.0346071,1632.559
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q4,0.072331,3367.235
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q1,0.0451777,3001.103
High level industry groups,Mining,SG01RSC02B01A02,2006Q1,0.0110444,595.326
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q1,0.1452494,6092.821
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q1,0.0296734,1342.587
High level industry groups,Construction,SG01RSC02B01B03,2006Q1,0.0534528,2631.75
High level industry groups,Wholesale trade,SG01RSC02B01C01,2006Q1,0.0515476,2625.748
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2006Q1,0.0672916,2969.411
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2006Q1,0.0461058,1992.253
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2006Q1,0.0370418,1275.461
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2006Q1,0.0487376,2492.378
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2006Q1,0.1329543,5987.942
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2006Q1,0.0894213,4444.224
High level industry groups,Public administration and safety,SG01RSC02B01C08,2006Q1,0.0393654,1726.522
High level industry groups,Education and training,SG01RSC02B01C09,2006Q1,0.0424035,2201.19
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2006Q1,0.0535953,2567.494
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2006Q1,0.0346071,1679.25
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q1,0.072331,3424.261
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q2,0.0498383,3045.54
High level industry groups,Mining,SG01RSC02B01A02,2006Q2,0.0119248,544.893
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q2,0.1331015,6002.061
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q2,0.0289118,1430.677
High level industry groups,Construction,SG01RSC02B01B03,2006Q2,0.0560146,2563.714
High level industry groups,Wholesale trade,SG01RSC02B01C01,2006Q2,0.0501398,2600.833
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2006Q2,0.0679592,3002.643
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2006Q2,0.0425367,1966.954
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2006Q2,0.0337261,1291.701
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2006Q2,0.046221,2532.958
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2006Q2,0.1352898,6040.341
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2006Q2,0.0931615,4571.423
High level industry groups,Public administration and safety,SG01RSC02B01C08,2006Q2,0.0410106,1727.712
High level industry groups,Education and training,SG01RSC02B01C09,2006Q2,0.0437901,2211.836
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2006Q2,0.0545485,2622.35
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2006Q2,0.0349336,1634.574
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q2,0.076892,3400.454
